,endTime
4783,2023-02-01 20:29:00
4784,2023-02-01 20:33:00
4785,2023-02-01 20:37:00
4786,2023-02-01 20:40:00
4787,2023-02-01 20:43:00
4788,2023-02-01 20:46:00
4789,2023-02-01 20:49:00
4790,2023-02-01 20:53:00
4791,2023-02-01 20:57:00
4792,2023-02-01 21:21:00
4793,2023-02-01 21:25:00
4794,2023-02-01 21:28:00
4795,2023-02-01 21:32:00
4796,2023-02-01 21:36:00
4797,2023-02-01 21:40:00
4798,2023-02-01 21:42:00
4799,2023-02-01 21:43:00
4800,2023-02-01 21:48:00
4801,2023-02-01 21:51:00
4802,2023-02-01 21:57:00
4803,2023-02-01 22:00:00
4804,2023-02-01 22:03:00
4805,2023-02-01 22:07:00
4806,2023-02-01 22:13:00
4807,2023-02-01 22:16:00
4808,2023-02-01 22:19:00
4809,2023-02-01 22:23:00
4810,2023-02-01 22:26:00
4811,2023-02-01 22:30:00
4812,2023-02-01 22:33:00
4813,2023-02-01 22:37:00
4814,2023-02-01 22:42:00
4815,2023-02-01 22:47:00
4816,2023-02-01 22:51:00
4817,2023-02-01 22:55:00
4818,2023-02-01 23:00:00
4819,2023-02-01 23:04:00
4820,2023-02-01 23:46:00
4821,2023-02-02 01:00:00
4822,2023-02-02 01:01:00
4823,2023-02-02 01:04:00
4824,2023-02-02 01:07:00
4825,2023-02-02 01:10:00
4826,2023-02-02 01:14:00
4827,2023-02-02 01:17:00
4828,2023-02-02 01:20:00
4829,2023-02-02 01:24:00
4830,2023-02-02 01:28:00
4831,2023-02-02 01:31:00
4832,2023-02-02 01:33:00
4833,2023-02-02 01:37:00
4834,2023-02-02 01:40:00
4835,2023-02-02 01:44:00
4836,2023-02-02 01:46:00
4837,2023-02-02 01:47:00
4838,2023-02-02 01:49:00
4839,2023-02-02 01:52:00
4840,2023-02-02 01:54:00
4841,2023-02-02 01:58:00
4842,2023-02-02 02:13:00
4843,2023-02-02 04:28:00
4844,2023-02-02 04:28:00
4845,2023-02-02 04:32:00
4846,2023-02-02 04:34:00
4847,2023-02-02 04:37:00
4848,2023-02-02 04:41:00
4849,2023-02-02 04:44:00
4850,2023-02-02 04:49:00
4851,2023-02-02 04:52:00
4852,2023-02-02 04:55:00
4853,2023-02-02 04:58:00
4854,2023-02-02 05:01:00
4855,2023-02-02 05:04:00
4856,2023-02-02 05:09:00
4857,2023-02-02 05:13:00
4858,2023-02-02 05:16:00
4859,2023-02-02 05:19:00
4860,2023-02-02 05:24:00
4861,2023-02-02 05:25:00
4862,2023-02-02 05:52:00
4863,2023-02-02 05:57:00
4864,2023-02-02 06:00:00
4865,2023-02-02 06:04:00
4866,2023-02-02 06:07:00
4867,2023-02-02 06:10:00
4868,2023-02-02 06:14:00
4869,2023-02-02 06:18:00
4870,2023-02-02 06:22:00
4871,2023-02-02 06:26:00
4872,2023-02-02 06:29:00
4873,2023-02-02 06:35:00
4874,2023-02-02 06:39:00
4875,2023-02-02 06:43:00
4876,2023-02-02 06:45:00
4877,2023-02-02 06:49:00
4878,2023-02-02 06:52:00
4879,2023-02-02 06:57:00
4880,2023-02-02 07:00:00
4881,2023-02-02 07:04:00
4882,2023-02-02 07:07:00
4883,2023-02-02 07:11:00
4884,2023-02-02 07:46:00
4885,2023-02-02 07:46:00
4886,2023-02-02 07:46:00
4887,2023-02-02 07:49:00
4888,2023-02-02 07:53:00
4889,2023-02-02 07:57:00
4890,2023-02-02 08:01:00
4891,2023-02-02 08:06:00
4892,2023-02-02 08:09:00
4893,2023-02-02 08:13:00
4894,2023-02-02 08:17:00
4895,2023-02-02 09:02:00
4896,2023-02-03 01:30:00
4897,2023-02-03 01:34:00
4898,2023-02-03 01:36:00
4899,2023-02-03 01:39:00
4900,2023-02-03 01:43:00
4901,2023-02-03 01:46:00
4902,2023-02-03 01:49:00
4903,2023-02-03 01:52:00
4904,2023-02-03 01:55:00
4905,2023-02-03 01:58:00
4906,2023-02-03 02:02:00
4907,2023-02-03 02:05:00
4908,2023-02-03 03:30:00
4909,2023-02-03 03:34:00
4910,2023-02-03 03:38:00
4911,2023-02-03 03:43:00
4912,2023-02-03 03:46:00
4913,2023-02-03 03:51:00
4914,2023-02-03 03:54:00
4915,2023-02-03 03:58:00
4916,2023-02-03 04:02:00
4917,2023-02-03 04:06:00
4918,2023-02-03 04:10:00
4919,2023-02-03 04:14:00
4920,2023-02-03 04:18:00
4921,2023-02-03 04:21:00
4922,2023-02-03 04:25:00
4923,2023-02-03 04:28:00
4924,2023-02-03 04:32:00
4925,2023-02-03 04:35:00
4926,2023-02-03 04:39:00
4927,2023-02-03 04:43:00
4928,2023-02-03 04:46:00
4929,2023-02-03 04:49:00
4930,2023-02-03 04:52:00
4931,2023-02-03 05:46:00
4932,2023-02-03 05:50:00
4933,2023-02-03 05:52:00
4934,2023-02-03 05:55:00
4935,2023-02-03 05:58:00
4936,2023-02-03 06:01:00
4937,2023-02-03 06:05:00
4938,2023-02-03 06:09:00
4939,2023-02-03 06:13:00
4940,2023-02-03 06:17:00
4941,2023-02-03 06:20:00
4942,2023-02-03 06:22:00
4943,2023-02-03 06:25:00
4944,2023-02-03 06:28:00
4945,2023-02-03 06:31:00
4946,2023-02-03 06:36:00
4947,2023-02-03 06:40:00
4948,2023-02-03 06:43:00
4949,2023-02-03 06:48:00
4950,2023-02-03 06:50:00
4951,2023-02-03 06:54:00
4952,2023-02-03 07:00:00
4953,2023-02-03 07:03:00
4954,2023-02-03 07:07:00
4955,2023-02-03 07:10:00
4956,2023-02-03 07:14:00
4957,2023-02-03 07:16:00
4958,2023-02-03 07:20:00
4959,2023-02-03 07:24:00
4960,2023-02-03 07:28:00
4961,2023-02-03 07:32:00
4962,2023-02-03 07:36:00
4963,2023-02-03 07:41:00
4964,2023-02-03 07:44:00
4965,2023-02-03 07:48:00
4966,2023-02-03 07:51:00
4967,2023-02-03 07:55:00
4968,2023-02-03 07:59:00
4969,2023-02-03 08:03:00
4970,2023-02-03 08:07:00
4971,2023-02-03 20:15:00
4972,2023-02-03 20:19:00
4973,2023-02-03 20:24:00
4974,2023-02-03 20:29:00
4975,2023-02-03 20:31:00
4976,2023-02-03 20:31:00
4977,2023-02-03 20:33:00
4978,2023-02-03 20:36:00
4979,2023-02-03 20:36:00
4980,2023-02-03 20:40:00
4981,2023-02-03 20:43:00
4982,2023-02-03 20:43:00
4983,2023-02-03 20:47:00
4984,2023-02-03 20:52:00
4985,2023-02-03 20:55:00
4986,2023-02-03 21:14:00
4987,2023-02-04 05:21:00
4988,2023-02-04 05:24:00
4989,2023-02-04 05:27:00
4990,2023-02-04 05:30:00
4991,2023-02-04 05:34:00
4992,2023-02-04 05:37:00
4993,2023-02-04 05:40:00
4994,2023-02-04 05:43:00
4995,2023-02-04 05:46:00
4996,2023-02-04 05:49:00
4997,2023-02-04 05:52:00
4998,2023-02-04 05:55:00
4999,2023-02-04 05:59:00
5000,2023-02-04 06:01:00
5001,2023-02-04 06:04:00
5002,2023-02-04 06:07:00
5003,2023-02-04 06:10:00
5004,2023-02-04 06:13:00
5005,2023-02-04 06:17:00
5006,2023-02-04 06:21:00
5007,2023-02-04 06:24:00
5008,2023-02-04 06:27:00
5009,2023-02-04 06:29:00
5010,2023-02-04 06:33:00
5011,2023-02-04 06:35:00
5012,2023-02-04 06:39:00
5013,2023-02-04 06:42:00
5014,2023-02-04 06:46:00
5015,2023-02-04 06:49:00
5016,2023-02-04 06:52:00
5017,2023-02-04 06:55:00
5018,2023-02-04 06:58:00
5019,2023-02-04 07:01:00
5020,2023-02-04 07:04:00
5021,2023-02-04 07:08:00
5022,2023-02-04 07:08:00
5023,2023-02-04 07:11:00
5024,2023-02-04 07:15:00
5025,2023-02-04 07:18:00
5026,2023-02-04 07:21:00
5027,2023-02-04 07:25:00
5028,2023-02-04 07:27:00
5029,2023-02-04 07:30:00
5030,2023-02-04 07:33:00
5031,2023-02-04 07:37:00
5032,2023-02-04 07:40:00
5033,2023-02-04 07:43:00
5034,2023-02-04 07:47:00
5035,2023-02-04 07:50:00
5036,2023-02-04 07:53:00
5037,2023-02-04 07:56:00
5038,2023-02-04 07:58:00
5039,2023-02-04 08:01:00
5040,2023-02-04 08:04:00
5041,2023-02-04 08:08:00
5042,2023-02-04 16:17:00
5043,2023-02-04 21:43:00
5044,2023-02-04 21:47:00
5045,2023-02-04 21:50:00
5046,2023-02-04 21:53:00
5047,2023-02-04 21:57:00
5048,2023-02-04 21:59:00
5049,2023-02-04 22:02:00
5050,2023-02-04 22:05:00
5051,2023-02-04 22:10:00
5052,2023-02-04 22:14:00
5053,2023-02-04 22:17:00
5054,2023-02-04 22:20:00
5055,2023-02-04 22:24:00
5056,2023-02-04 22:26:00
5057,2023-02-04 22:30:00
5058,2023-02-04 22:32:00
5059,2023-02-04 22:35:00
5060,2023-02-04 22:38:00
5061,2023-02-04 22:41:00
5062,2023-02-04 22:45:00
5063,2023-02-04 22:48:00
5064,2023-02-04 22:51:00
5065,2023-02-04 22:54:00
5066,2023-02-04 22:58:00
5067,2023-02-04 23:01:00
5068,2023-02-04 23:04:00
5069,2023-02-04 23:08:00
5070,2023-02-04 23:11:00
5071,2023-02-04 23:14:00
5072,2023-02-04 23:17:00
5073,2023-02-04 23:20:00
5074,2023-02-04 23:23:00
5075,2023-02-04 23:27:00
5076,2023-02-04 23:30:00
5077,2023-02-04 23:33:00
5078,2023-02-04 23:36:00
5079,2023-02-04 23:40:00
5080,2023-02-04 23:43:00
5081,2023-02-04 23:53:00
5082,2023-02-04 23:55:00
5083,2023-02-04 23:58:00
5084,2023-02-05 00:01:00
5085,2023-02-05 00:04:00
5086,2023-02-05 00:07:00
5087,2023-02-05 00:10:00
5088,2023-02-05 00:13:00
5089,2023-02-05 00:16:00
5090,2023-02-05 00:19:00
5091,2023-02-05 00:22:00
5092,2023-02-05 00:26:00
5093,2023-02-05 00:28:00
5094,2023-02-05 00:31:00
5095,2023-02-05 00:34:00
5096,2023-02-05 00:36:00
5097,2023-02-05 00:39:00
5098,2023-02-05 00:43:00
5099,2023-02-05 00:45:00
5100,2023-02-05 00:49:00
5101,2023-02-05 00:52:00
5102,2023-02-05 00:55:00
5103,2023-02-05 00:58:00
5104,2023-02-05 01:01:00
5105,2023-02-05 01:04:00
5106,2023-02-05 01:07:00
5107,2023-02-05 01:11:00
5108,2023-02-05 01:13:00
5109,2023-02-05 01:20:00
5110,2023-02-05 01:24:00
5111,2023-02-05 01:27:00
5112,2023-02-05 02:21:00
5113,2023-02-05 02:24:00
5114,2023-02-05 02:28:00
5115,2023-02-05 02:32:00
5116,2023-02-05 02:36:00
5117,2023-02-05 02:39:00
5118,2023-02-05 02:43:00
5119,2023-02-05 02:45:00
5120,2023-02-05 02:49:00
5121,2023-02-05 02:52:00
5122,2023-02-05 02:55:00
5123,2023-02-05 02:59:00
5124,2023-02-05 03:03:00
5125,2023-02-05 03:06:00
5126,2023-02-05 03:10:00
5127,2023-02-05 03:15:00
5128,2023-02-05 03:18:00
5129,2023-02-05 03:21:00
5130,2023-02-05 03:25:00
5131,2023-02-05 03:28:00
5132,2023-02-05 03:31:00
5133,2023-02-05 03:34:00
5134,2023-02-05 03:37:00
5135,2023-02-05 03:41:00
5136,2023-02-05 03:44:00
5137,2023-02-05 03:47:00
5138,2023-02-05 03:50:00
5139,2023-02-05 03:53:00
5140,2023-02-05 03:56:00
5141,2023-02-05 04:00:00
5142,2023-02-05 04:04:00
5143,2023-02-05 04:07:00
5144,2023-02-05 04:11:00
5145,2023-02-05 04:14:00
5146,2023-02-05 04:17:00
5147,2023-02-05 04:21:00
5148,2023-02-05 04:24:00
5149,2023-02-05 04:27:00
5150,2023-02-05 04:31:00
5151,2023-02-05 04:34:00
5152,2023-02-05 04:38:00
5153,2023-02-05 04:41:00
5154,2023-02-05 04:44:00
5155,2023-02-05 04:49:00
5156,2023-02-05 04:53:00
5157,2023-02-05 04:56:00
5158,2023-02-05 05:00:00
5159,2023-02-05 05:03:00
5160,2023-02-05 05:06:00
5161,2023-02-05 05:10:00
5162,2023-02-05 05:14:00
5163,2023-02-05 05:17:00
5164,2023-02-05 05:18:00
5165,2023-02-05 05:21:00
5166,2023-02-05 05:24:00
5167,2023-02-05 05:28:00
5168,2023-02-05 05:32:00
5169,2023-02-05 05:35:00
5170,2023-02-05 05:38:00
5171,2023-02-05 05:42:00
5172,2023-02-05 05:45:00
5173,2023-02-05 05:46:00
5174,2023-02-05 06:35:00
5175,2023-02-05 06:35:00
5176,2023-02-05 06:35:00
5177,2023-02-05 06:39:00
5178,2023-02-05 07:04:00
5179,2023-02-05 08:34:00
5180,2023-02-05 08:37:00
5181,2023-02-05 08:40:00
5182,2023-02-05 08:43:00
5183,2023-02-05 08:44:00
5184,2023-02-05 08:47:00
5185,2023-02-05 08:50:00
5186,2023-02-05 08:53:00
5187,2023-02-05 08:56:00
5188,2023-02-05 08:59:00
5189,2023-02-05 09:08:00
5190,2023-02-05 09:11:00
5191,2023-02-05 09:14:00
5192,2023-02-05 09:17:00
5193,2023-02-05 09:23:00
5194,2023-02-05 09:23:00
5195,2023-02-05 09:23:00
5196,2023-02-05 09:27:00
5197,2023-02-05 09:27:00
5198,2023-02-05 09:32:00
5199,2023-02-05 09:36:00
5200,2023-02-05 09:40:00
5201,2023-02-05 09:43:00
5202,2023-02-05 09:47:00
5203,2023-02-05 09:51:00
5204,2023-02-05 09:54:00
5205,2023-02-05 09:58:00
5206,2023-02-05 10:02:00
5207,2023-02-05 10:05:00
5208,2023-02-05 10:09:00
5209,2023-02-05 10:13:00
5210,2023-02-05 10:16:00
5211,2023-02-05 10:20:00
5212,2023-02-05 10:24:00
5213,2023-02-05 10:28:00
5214,2023-02-05 10:30:00
5215,2023-02-05 16:47:00
5216,2023-02-05 16:50:00
5217,2023-02-05 16:50:00
5218,2023-02-05 16:55:00
5219,2023-02-05 16:56:00
5220,2023-02-05 16:56:00
5221,2023-02-05 16:56:00
5222,2023-02-05 16:59:00
5223,2023-02-05 17:03:00
5224,2023-02-05 17:03:00
5225,2023-02-05 17:07:00
5226,2023-02-05 17:12:00
5227,2023-02-05 17:13:00
5228,2023-02-05 21:29:00
5229,2023-02-05 21:32:00
5230,2023-02-05 21:36:00
5231,2023-02-05 21:41:00
5232,2023-02-05 21:45:00
5233,2023-02-05 21:45:00
5234,2023-02-05 21:46:00
5235,2023-02-05 21:46:00
5236,2023-02-05 21:46:00
5237,2023-02-05 21:46:00
5238,2023-02-05 21:47:00
5239,2023-02-05 21:47:00
5240,2023-02-05 21:48:00
5241,2023-02-05 21:48:00
5242,2023-02-05 21:48:00
5243,2023-02-05 21:48:00
5244,2023-02-05 21:48:00
5245,2023-02-05 21:49:00
5246,2023-02-05 21:49:00
5247,2023-02-05 21:50:00
5248,2023-02-05 21:50:00
5249,2023-02-05 21:51:00
5250,2023-02-05 21:51:00
5251,2023-02-05 21:52:00
5252,2023-02-05 21:54:00
5253,2023-02-05 21:58:00
5254,2023-02-05 22:03:00
5255,2023-02-05 22:05:00
5256,2023-02-05 22:08:00
5257,2023-02-05 22:13:00
5258,2023-02-05 22:14:00
5259,2023-02-05 22:20:00
5260,2023-02-05 22:24:00
5261,2023-02-05 22:29:00
5262,2023-02-05 22:33:00
5263,2023-02-05 22:37:00
5264,2023-02-05 22:41:00
5265,2023-02-05 22:46:00
5266,2023-02-05 22:49:00
5267,2023-02-05 22:53:00
5268,2023-02-05 22:56:00
5269,2023-02-05 23:01:00
5270,2023-02-05 23:07:00
5271,2023-02-05 23:11:00
5272,2023-02-05 23:15:00
5273,2023-02-05 23:19:00
5274,2023-02-06 02:11:00
5275,2023-02-06 19:30:00
5276,2023-02-06 19:33:00
5277,2023-02-06 19:36:00
5278,2023-02-06 19:40:00
5279,2023-02-06 19:42:00
5280,2023-02-06 19:46:00
5281,2023-02-06 19:49:00
5282,2023-02-06 19:52:00
5283,2023-02-06 19:56:00
5284,2023-02-06 19:59:00
5285,2023-02-06 20:02:00
5286,2023-02-06 20:06:00
5287,2023-02-06 20:09:00
5288,2023-02-06 20:13:00
5289,2023-02-06 20:16:00
5290,2023-02-06 20:20:00
5291,2023-02-06 20:22:00
5292,2023-02-06 20:26:00
5293,2023-02-06 20:28:00
5294,2023-02-06 20:32:00
5295,2023-02-06 20:35:00
5296,2023-02-06 20:38:00
5297,2023-02-06 20:42:00
5298,2023-02-06 20:44:00
5299,2023-02-07 00:21:00
5300,2023-02-07 04:54:00
5301,2023-02-07 04:58:00
5302,2023-02-07 05:02:00
5303,2023-02-07 05:06:00
5304,2023-02-07 05:11:00
5305,2023-02-07 05:15:00
5306,2023-02-07 05:19:00
5307,2023-02-07 05:22:00
5308,2023-02-07 05:27:00
5309,2023-02-07 05:31:00
5310,2023-02-07 05:35:00
5311,2023-02-07 05:39:00
5312,2023-02-07 05:43:00
5313,2023-02-07 05:46:00
5314,2023-02-07 05:50:00
5315,2023-02-07 05:54:00
5316,2023-02-07 05:58:00
5317,2023-02-07 06:02:00
5318,2023-02-07 06:05:00
5319,2023-02-07 06:09:00
5320,2023-02-07 06:13:00
5321,2023-02-07 06:17:00
5322,2023-02-07 06:21:00
5323,2023-02-07 19:11:00
5324,2023-02-07 19:12:00
5325,2023-02-07 19:16:00
5326,2023-02-07 19:20:00
5327,2023-02-07 19:24:00
5328,2023-02-07 21:03:00
5329,2023-02-07 21:03:00
5330,2023-02-07 21:07:00
5331,2023-02-07 21:11:00
5332,2023-02-07 21:15:00
5333,2023-02-07 21:18:00
5334,2023-02-07 21:22:00
5335,2023-02-07 21:25:00
5336,2023-02-07 21:29:00
5337,2023-02-07 21:32:00
5338,2023-02-07 21:37:00
5339,2023-02-07 21:41:00
5340,2023-02-07 21:44:00
5341,2023-02-07 21:48:00
5342,2023-02-07 21:48:00
5343,2023-02-07 21:48:00
5344,2023-02-07 21:50:00
5345,2023-02-07 21:54:00
5346,2023-02-07 21:58:00
5347,2023-02-07 22:01:00
5348,2023-02-07 22:05:00
5349,2023-02-07 22:47:00
5350,2023-02-07 23:01:00
5351,2023-02-07 23:05:00
5352,2023-02-07 23:09:00
5353,2023-02-07 23:13:00
5354,2023-02-07 23:17:00
5355,2023-02-07 23:19:00
5356,2023-02-07 23:23:00
5357,2023-02-07 23:26:00
5358,2023-02-07 23:30:00
5359,2023-02-07 23:34:00
5360,2023-02-07 23:37:00
5361,2023-02-07 23:41:00
5362,2023-02-07 23:45:00
5363,2023-02-07 23:48:00
5364,2023-02-07 23:51:00
5365,2023-02-07 23:54:00
5366,2023-02-07 23:58:00
5367,2023-02-08 00:02:00
5368,2023-02-08 00:06:00
5369,2023-02-08 00:10:00
5370,2023-02-08 00:14:00
5371,2023-02-08 00:18:00
5372,2023-02-08 00:19:00
5373,2023-02-08 00:19:00
5374,2023-02-08 00:22:00
5375,2023-02-08 00:25:00
5376,2023-02-08 00:28:00
5377,2023-02-08 00:31:00
5378,2023-02-08 00:34:00
5379,2023-02-08 00:37:00
5380,2023-02-08 00:40:00
5381,2023-02-08 00:44:00
5382,2023-02-08 00:47:00
5383,2023-02-08 00:51:00
5384,2023-02-08 00:53:00
5385,2023-02-08 00:56:00
5386,2023-02-08 01:00:00
5387,2023-02-08 01:01:00
5388,2023-02-08 01:12:00
5389,2023-02-08 01:37:00
5390,2023-02-08 01:41:00
5391,2023-02-08 01:44:00
5392,2023-02-08 01:47:00
5393,2023-02-08 01:52:00
5394,2023-02-08 01:56:00
5395,2023-02-08 02:00:00
5396,2023-02-08 02:02:00
5397,2023-02-08 02:06:00
5398,2023-02-08 04:25:00
5399,2023-02-08 04:30:00
5400,2023-02-08 04:34:00
5401,2023-02-08 04:37:00
5402,2023-02-08 04:54:00
5403,2023-02-08 04:57:00
5404,2023-02-08 05:01:00
5405,2023-02-08 06:22:00
5406,2023-02-08 06:26:00
5407,2023-02-08 06:30:00
5408,2023-02-08 06:34:00
5409,2023-02-08 06:37:00
5410,2023-02-08 06:37:00
5411,2023-02-08 06:41:00
5412,2023-02-08 06:44:00
5413,2023-02-08 06:49:00
5414,2023-02-08 06:54:00
5415,2023-02-08 06:57:00
5416,2023-02-08 07:03:00
5417,2023-02-08 07:08:00
5418,2023-02-08 07:12:00
5419,2023-02-08 07:15:00
5420,2023-02-08 07:19:00
5421,2023-02-08 07:23:00
5422,2023-02-08 07:26:00
5423,2023-02-08 07:29:00
5424,2023-02-08 07:33:00
5425,2023-02-08 07:38:00
5426,2023-02-08 07:41:00
5427,2023-02-08 07:45:00
5428,2023-02-08 07:47:00
5429,2023-02-08 07:52:00
5430,2023-02-08 07:55:00
5431,2023-02-08 07:59:00
5432,2023-02-08 08:02:00
5433,2023-02-08 19:42:00
5434,2023-02-08 19:46:00
5435,2023-02-08 19:48:00
5436,2023-02-08 19:52:00
5437,2023-02-08 19:56:00
5438,2023-02-08 20:00:00
5439,2023-02-08 20:04:00
5440,2023-02-08 20:07:00
5441,2023-02-08 20:11:00
5442,2023-02-08 20:15:00
5443,2023-02-08 20:19:00
5444,2023-02-08 21:30:00
5445,2023-02-08 21:30:00
5446,2023-02-08 21:33:00
5447,2023-02-08 21:36:00
5448,2023-02-08 21:37:00
5449,2023-02-08 21:41:00
5450,2023-02-08 21:45:00
5451,2023-02-08 21:48:00
5452,2023-02-08 21:52:00
5453,2023-02-08 21:55:00
5454,2023-02-08 21:59:00
5455,2023-02-08 22:02:00
5456,2023-02-08 22:06:00
5457,2023-02-08 22:10:00
5458,2023-02-08 22:13:00
5459,2023-02-08 22:17:00
5460,2023-02-08 22:19:00
5461,2023-02-08 22:22:00
5462,2023-02-08 22:26:00
5463,2023-02-08 22:30:00
5464,2023-02-08 22:33:00
5465,2023-02-08 22:38:00
5466,2023-02-08 22:41:00
5467,2023-02-08 22:45:00
5468,2023-02-08 22:48:00
5469,2023-02-08 22:52:00
5470,2023-02-08 22:52:00
5471,2023-02-08 22:56:00
5472,2023-02-08 23:01:00
5473,2023-02-08 23:05:00
5474,2023-02-08 23:11:00
5475,2023-02-08 23:15:00
5476,2023-02-08 23:20:00
5477,2023-02-08 23:23:00
5478,2023-02-08 23:27:00
5479,2023-02-08 23:30:00
5480,2023-02-08 23:34:00
5481,2023-02-08 23:38:00
5482,2023-02-08 23:42:00
5483,2023-02-08 23:45:00
5484,2023-02-08 23:49:00
5485,2023-02-09 00:01:00
5486,2023-02-09 06:59:00
5487,2023-02-09 07:03:00
5488,2023-02-09 07:07:00
5489,2023-02-09 07:11:00
5490,2023-02-09 21:03:00
5491,2023-02-09 21:07:00
5492,2023-02-09 21:11:00
5493,2023-02-09 21:14:00
5494,2023-02-09 21:18:00
5495,2023-02-09 21:22:00
5496,2023-02-09 21:26:00
5497,2023-02-10 00:35:00
5498,2023-02-10 02:51:00
5499,2023-02-10 02:55:00
5500,2023-02-10 02:59:00
5501,2023-02-10 03:02:00
5502,2023-02-10 03:06:00
5503,2023-02-10 03:09:00
5504,2023-02-10 03:13:00
5505,2023-02-10 03:17:00
5506,2023-02-10 03:19:00
5507,2023-02-10 03:23:00
5508,2023-02-10 03:26:00
5509,2023-02-10 03:30:00
5510,2023-02-10 03:35:00
5511,2023-02-10 03:39:00
5512,2023-02-10 03:44:00
5513,2023-02-10 03:47:00
5514,2023-02-10 03:50:00
5515,2023-02-10 03:54:00
5516,2023-02-10 03:57:00
5517,2023-02-10 04:01:00
5518,2023-02-10 04:04:00
5519,2023-02-10 04:07:00
5520,2023-02-10 04:10:00
5521,2023-02-10 04:13:00
5522,2023-02-10 04:17:00
5523,2023-02-10 04:21:00
5524,2023-02-10 04:24:00
5525,2023-02-10 04:27:00
5526,2023-02-10 04:32:00
5527,2023-02-10 04:36:00
5528,2023-02-10 04:39:00
5529,2023-02-10 04:43:00
5530,2023-02-10 04:47:00
5531,2023-02-10 04:51:00
5532,2023-02-10 04:56:00
5533,2023-02-10 04:59:00
5534,2023-02-10 05:02:00
5535,2023-02-10 05:07:00
5536,2023-02-10 05:09:00
5537,2023-02-10 05:12:00
5538,2023-02-10 05:18:00
5539,2023-02-10 05:21:00
5540,2023-02-10 05:25:00
5541,2023-02-10 05:29:00
5542,2023-02-10 05:32:00
5543,2023-02-10 05:35:00
5544,2023-02-10 05:40:00
5545,2023-02-10 05:44:00
5546,2023-02-10 05:48:00
5547,2023-02-10 05:52:00
5548,2023-02-10 05:56:00
5549,2023-02-10 05:58:00
5550,2023-02-10 06:02:00
5551,2023-02-10 06:05:00
5552,2023-02-10 06:09:00
5553,2023-02-10 06:12:00
5554,2023-02-10 06:15:00
5555,2023-02-10 06:18:00
5556,2023-02-10 06:21:00
5557,2023-02-10 06:25:00
5558,2023-02-10 06:29:00
5559,2023-02-10 06:33:00
5560,2023-02-10 06:36:00
5561,2023-02-10 06:40:00
5562,2023-02-10 06:43:00
5563,2023-02-10 06:48:00
5564,2023-02-10 06:51:00
5565,2023-02-10 06:55:00
5566,2023-02-10 06:58:00
5567,2023-02-10 07:02:00
5568,2023-02-10 07:05:00
5569,2023-02-10 07:07:00
5570,2023-02-10 07:35:00
5571,2023-02-10 07:35:00
5572,2023-02-10 07:37:00
5573,2023-02-10 07:37:00
5574,2023-02-10 07:41:00
5575,2023-02-10 07:44:00
5576,2023-02-10 07:48:00
5577,2023-02-10 07:53:00
5578,2023-02-10 07:57:00
5579,2023-02-10 08:00:00
5580,2023-02-10 08:04:00
5581,2023-02-10 08:08:00
5582,2023-02-10 08:56:00
5583,2023-02-10 19:19:00
5584,2023-02-10 19:24:00
5585,2023-02-10 19:29:00
5586,2023-02-10 19:33:00
5587,2023-02-10 19:37:00
5588,2023-02-10 19:41:00
5589,2023-02-10 19:45:00
5590,2023-02-10 19:49:00
5591,2023-02-10 19:53:00
5592,2023-02-10 19:57:00
5593,2023-02-10 20:01:00
5594,2023-02-10 23:21:00
5595,2023-02-10 23:25:00
5596,2023-02-10 23:30:00
5597,2023-02-10 23:33:00
5598,2023-02-10 23:38:00
5599,2023-02-10 23:53:00
5600,2023-02-10 23:57:00
5601,2023-02-11 00:01:00
5602,2023-02-11 00:05:00
5603,2023-02-11 00:10:00
5604,2023-02-11 00:14:00
5605,2023-02-11 00:18:00
5606,2023-02-11 00:30:00
5607,2023-02-11 00:34:00
5608,2023-02-11 00:43:00
5609,2023-02-11 00:48:00
5610,2023-02-11 00:52:00
5611,2023-02-11 00:56:00
5612,2023-02-11 01:06:00
5613,2023-02-11 01:09:00
5614,2023-02-11 01:13:00
5615,2023-02-11 01:15:00
5616,2023-02-11 01:19:00
5617,2023-02-11 01:48:00
5618,2023-02-11 04:37:00
5619,2023-02-11 04:40:00
5620,2023-02-11 04:44:00
5621,2023-02-11 04:47:00
5622,2023-02-11 04:52:00
5623,2023-02-11 04:55:00
5624,2023-02-11 04:59:00
5625,2023-02-11 05:03:00
5626,2023-02-11 07:34:00
5627,2023-02-11 07:35:00
5628,2023-02-11 07:40:00
5629,2023-02-11 08:20:00
5630,2023-02-11 19:34:00
5631,2023-02-11 19:39:00
5632,2023-02-11 19:42:00
5633,2023-02-11 19:46:00
5634,2023-02-11 19:50:00
5635,2023-02-11 19:53:00
5636,2023-02-11 19:57:00
5637,2023-02-11 20:02:00
5638,2023-02-11 20:08:00
5639,2023-02-11 20:12:00
5640,2023-02-11 20:16:00
5641,2023-02-11 20:19:00
5642,2023-02-11 20:21:00
5643,2023-02-11 20:24:00
5644,2023-02-11 20:29:00
5645,2023-02-11 20:33:00
5646,2023-02-11 20:37:00
5647,2023-02-11 20:41:00
5648,2023-02-11 20:45:00
5649,2023-02-11 20:50:00
5650,2023-02-11 20:53:00
5651,2023-02-11 20:56:00
5652,2023-02-11 20:57:00
5653,2023-02-11 21:00:00
5654,2023-02-11 21:02:00
5655,2023-02-11 21:05:00
5656,2023-02-11 21:09:00
