ms_played,master_metadata_album_artist_name
130,Lady Zamar
680,Vee Mampeezy
1780,Shekhinah
100,Meddy
140,Brenda Fassie
130,Chike
280,Jephy Jay
130,Winky D
140,Mgarimbe
120,Enzo Ishall
120,Winky D
180,Mi Casa
140,Ammara Brown
140,Lotus Beatz
110,Awilo Longomba
700,Lindough
1030,King Monada
40,Winky D
120,Coco Master
120,Dj Crymez
100,Ammara Brown
90,Jah Prayzah & The 3rd Generation Band
280,Andrea The Vocalist
8590,Sauti Sol
570,Sauti Sol
1060,Winky D
1010,Burna Boy
450870,Ammara Brown
1060,DJ Vetkuk
186490,Winky D
1290,Jah Prayzah & The 3rd Generation Band
940,Mgarimbe
1430,Sands
870,DJ Zee
950,2frosh
870,Spyro
970,Bruce Melodie
540,Afro B
960,Manqonqo
860,King Modana
1500,Camidoh
550,Julian King
1040,D'wante Navire
990,Esii
710,Oskid
750,Olakira
980,Kes
590,Rudeboy
500,Jah Prayzah & The 3rd Generation Band
890,Kizz Daniel
570,Kvng Vinci
900,Ammara Brown
730,Tiwa Savage
700,Konshens
880,P-Square
114340,Konshens
800,P-Square
1100,King Monada
1140,Freeman
800,Lady Zamar
1220,Ammara Brown
970,Vee Mampeezy
670,The Double Trouble
110440,Shekhinah
1100,Winky D
1250,Jephy Jay
1700,Enzo Ishall
1650,Chike
115160,Meddy
750,Mgarimbe
159960,Brenda Fassie
1200,Winky D
13040,Mi Casa
109750,Nicki Minaj
176579,Dua Lipa
37700,Olivia Rodrigo
155700,Olivia Rodrigo
109750,Nicki Minaj
86519,Dua Lipa
85630,Doja Cat
3330,Wande Coal
145060,Nicki Minaj
143690,Nicki Minaj
1710,Cardi B
4310,Cardi B
40430,Migos
146090,Cardi B
25580,Icandy
35380,Farruko
1180,Bad Bunny
660,Farruko
600,Rauw Alejandro
990,Elton John
940,Don Omar
410,Rvssian
410,Farruko
2910,DJ RKT
810,Yandar & Yostin
540,Ryan Castro
850,Bad Bunny
1010,Farruko
960,Manuel Turizo
510,Boza
630,Becky G
680,Rauw Alejandro
670,Farruko
570,Magic System
710,Danny Ocean
570,Ozuna
510,Pedro Capó
1060,Farruko
1750,Pedro Capó
420,Farruko
500,Anuel AA
730,Marshmello
660,Justin Quiles
1230,Rauw Alejandro
890,Farruko
6440,Rauw Alejandro
430,Farruko
480,Bizarrap
650,Sebastian Yatra
490,Don Miguelo
700,Marshmello
460,Farruko
43550,Daddy Yankee
1100,Bizarrap
690,Rauw Alejandro
930,Tiësto
770,Farruko
470,Soolking
1430,Charly Black
610,Rvfv
115710,El Alfa
1760,Farruko
1630,Cris Mj
2580,Becky G
820,Quevedo
940,Rvfv
820,DJ Snake
1120,Farruko
1240,Bad Bunny
1170,Lele Pons
890,Farruko
680,El Taiger
96130,ROSALÍA
230870,Ammara Brown
171859,DJ Vetkuk
502210,Sdala B
188470,Spyro
102520,Kizz Daniel
301100,Sdala B
66629,Vee Mampeezy
980,King Monada
870,King Modana
1730,Camidoh
1010,Kizz Daniel
930,Sdala B
1060,Mlindo The Vocalist
830,Fireboy DML
255653,Mlindo The Vocalist
99436,Fireboy DML
1200,Lojay
286670,2Point1
1640,Sdala B
1410,Jah Prayzah
1080,DennyB
1280,Asanda Mkhize
220525,Ruger
39494,Sdala B
1170,Costa Titch
780,Jah Prayzah
1030,Kizz Daniel
1570,Namadingo
740,Sdala B
1120,Gyakie
900,Blaq Diamond
780,Blaq Diamond
124440,Gyakie
960,Q-Mark
1050,Jay Melody
880,Sdala B
770,Lady Amar
1060,Eltee Skhillz
1050,Crayon
113470,Kelly Khumalo
1190,Sdala B
5190,LADIPOE
820,Ch'cco
940,Wande Coal
111320,Wendy Shay
1060,Sdala B
1460,Kizz Daniel
246822,Venom
49677,DJ Tarico
1080,Dj Sunco
1030,Sdala B
1100,P-Square
760,Dj Crymez
188990,H_art the Band
1030,Felo Le Tee
600,Sdala B
165880,Felo Le Tee
1070,Sdala B
860,Iyanii
940,Sdala B
1100,Camidoh
960,DJ Vetkuk
205733,Brenda Fassie
85696,Big Nuz
303640,S'Villa
770,Mavuthela
990,Sdala B
800,Paige
800,Pro-Tee
870,Soa Mattrix
620,Jah Prayzah
900,Prinx Emmanuel
610,Sdala B
880,DJ Zinhle
590,Pcee
690,Paige
870,Wanitwa Mos
1560,Young Stunna
137990,Wanitwa Mos
1000,Young Stunna
2990,Mgarimbe
760,Sdala B
1560,Kelly Khumalo
660,Costa Titch
1330,Mellow & Sleazy
1070,Omo Ebira
700,Dj Karri
314500,Mi Casa
35900,Sdala B
760,Mbosso
1410,Maud Elka
630,Zandimaz
1100,TEAM DAN FÈ Remix
530,Blaq Diamond
197070,Lloyiso
1330,Sdala B
970,Toby Shang
790,Dj Obza
1010,Dj Consequence
1110,Big Zulu
1010,Wanitwa Mos
630,Kabza De Small
770,Sdala B
290730,Kabza De Small
1620,Sdala B
156083,Wande Coal
100206,Spyro
1210,Wande Coal
1010,Libianca
2630,Bnxn
820,Olakira
106590,Rotimi
830,melvitto
190677,Fave
198461,Fireboy DML
18531,Kid AlpHa
190350,Maleek Berry
1300,Tyra Chantey
247299,melvitto
28480,Ayo Jay
1510,Yarden
1380,Vector
650,Wande Coal
148672,JZyNo
216000,Ruger
148207,Omah Lay
1600,Rotimi
1050,Wande Coal
1020,JOHNNYBALL
790,Olamide
1010,Chop Daily
890,Omah Lay
1020,Young Jonn
860,Wande Coal
1010,Praiz
1130,Iyanya
810,Lojay
1070,Victony
910,Omah Lay
870,Ruger
820,Wande Coal
1050,Blaq Jerzee
130530,Adekunle Gold
158400,Joeboy
120509,Bnxn
103240,Tems
193450,melvitto
1170,Wande Coal
970,Timaya
1770,Lojay
1340,Bad Boy Timz
950,Zinoleesky
870,Pheelz
1140,Magixx
880,Wande Coal
870,melvitto
1470,Ice Prince
730,Timaya
1110,Magixx
104060,Timaya
1600,Magixx
186299,Adekunle Gold
145540,Ruger
3310,Fireboy DML
2190,Korede Bello
1060,Bella Shmurda
1920,Joeboy
128600,Joeboy
154455,Joeboy
0,Bella Shmurda
236012,Yemi Alade
187959,Olakira
60847,SPINALL
90730,Rema
9170,Oxlade
8060,Sdala B
230870,Ammara Brown
389689,DJ Vetkuk
104620,Winky D
1950,Post Malone
1200,Travis Scott
9190,Nicki Minaj
109750,Nicki Minaj
229133,Dave
1466,Davido
122976,FIFTY FIFTY
151304,Fully Focus
13295,Fireboy DML
151304,Fully Focus
5015,Fireboy DML
151304,Fully Focus
178225,Fireboy DML
30820,Matata
1040,Bridget Blue
980,Ruger
1050,Iyanya
670,Azawi
670,Darassa
1480,Maud Elka
3870,Fully Focus
870,Magixx
1120,Pheelz
690,Ruger
800,Mavins
1020,Fully Focus
780,Zugo
720,Marlaw
620,Bien
780,DJ Neptune
530,Joshua Baraka
79260,Fave
800,Fully Focus
800,Sauti Sol
1080,Bien
690,Nikita Kering'
980,Ruger
196500,H_art the Band
145000,Wendy Shay
51210,Fully Focus
1180,Naiboi
2470,Johnny Drille
840,Azawi
1100,Matata
820,Ruger
1000,Nviiri The Storyteller
980,Naiboi
430,Fully Focus
620,Bensoul
840,Azawi
690,Jay Melody
320,Henry Sopulu
650,Raybekah
640,Fully Focus
470,Vic West
480,6uff
420,Boutross
490,Bien
480,Matata
500,Naiboi
440,Nviiri The Storyteller
400,Fully Focus
420,Zuchu
420,Fully Focus
450,Billnass
500,Iyanii
480,Boutross
500,Trio Mio
500,Fave
390,Fully Focus
500,Nviiri The Storyteller
450,Sauti Sol
510,Crayon
500,Platform
500,Dre Cali
380,Fully Focus
580,Bensoul
690,Matata
1440,Jay Melody
580,Zzero Sufuri
500,Ruger
600,Christina Shusho
840,Sauti Sol
500,Fully Focus
580,King Promise
1000,Mr Eazi
620,Bensoul
10200,Nikita Kering'
187541,Cardi B
4938,Cardi B
720,Pop Smoke
970,Megan Thee Stallion
160000,Pop Smoke
59960,Megan Thee Stallion
102700,Nicki Minaj
1870,Mariah Carey
163930,Cardi B
860,Kaliii
880,Lizzo
95820,Megan Thee Stallion
960,Ice Spice
650,Cardi B
760,Cardi B
110810,Ice Spice
1380,Doja Cat
930,DJ Snake
162830,Ariana Grande
126880,Megan Thee Stallion
1370,Cardi B
1880,Ice Spice
1090,Doja Cat
2770,Beyoncé
780,CJ
37860,Doja Cat
3910,CJ
123620,Cardi B
6970,Megan Thee Stallion
820,GloRilla
26770,Migos
1120,Quality Control
1390,KAROL G
2720,Rihanna
160330,Cardi B
13600,Megan Thee Stallion
4160,Normani
2090,Mozzy
7710,Pop Smoke
1130,Doja Cat
4290,Beyoncé
1160,Cardi B
2560,Megan Thee Stallion
1090,Nija
820,DJ Khaled
1950,Nicki Minaj
3640,ROSALÍA
1260,Dua Lipa
890,Cardi B
1210,Kay Flock
940,Jhené Aiko
570,Doja Cat
1110,Megan Thee Stallion
88570,Nicki Minaj
1640,Saweetie
590,Cardi B
19960,Saweetie
740,Cardi B
1240,DaBaby
1200,Doja Cat
3000,Cardi B
1090,Offset
2430,Chlöe
2240,Offset
2390,Chlöe
17500,Beyoncé
7210,Nicki Minaj
1640,Cardi B
1650,Saweetie
1890,Internet Money
790,Beyoncé
1380,Megan Thee Stallion
910,Doja Cat
4180,Lizzo
1150,Cardi B
800,Megan Thee Stallion
1800,Ciara
1180,A$AP Ferg
1010,Jhené Aiko
850,DJ Chose
960,Bruno Mars
680,Cardi B
167460,Ariana Grande
1580,Saweetie
920,Destiny's Child
1080,Mariahlynn
1290,City Girls
1010,Pop Smoke
950,Cardi B
1100,Ariana Grande
131830,Nicki Minaj
25420,El Alfa
65090,Farruko
750,Bad Bunny
830,Rvfv
410,Farruko
800,Rauw Alejandro
1470,Elton John
750,Rvssian
510,Ryan Castro
730,Farruko
71460,Bad Bunny
1230,Enrique Iglesias
510,Boza
960,Don Omar
800,Farruko
1800,Magic System
930,Pedro Capó
690,Becky G
800,Rauw Alejandro
590,Farruko
900,Manuel Turizo
650,Danny Ocean
770,Ryan Castro
180,Farruko
560,Justin Quiles
640,Marshmello
580,Soolking
380,ROSALÍA
450,Ozuna
560,Farruko
158760,Ozuna
2070,Farruko
220,Sebastian Yatra
670,Marshmello
330,Rauw Alejandro
400,Farruko
310,Don Miguelo
300,El Alfa
660,Bizarrap
94930,El Alfa
850,Bizarrap
670,Charly Black
520,Tiësto
460,Farruko
460,Khaled
1090,Rauw Alejandro
300,ROSALÍA
42400,Rauw Alejandro
1160,ROSALÍA
15000,Becky G
1320,Farruko
980,Lele Pons
1140,El Taiger
880,Rauw Alejandro
880,Bizarrap
930,Bad Bunny
1070,Farruko
1000,Cris Mj
240,Farruko
500,Quevedo
630,Daddy Yankee
640,DJ Snake
83940,Lost Frequencies
790,Manuel Turizo
520,Aventura
390,Farruko
460,Myke Towers
140,Rauw Alejandro
430,KAROL G
310,Prince Royce
460,ROSALÍA
180,6ix9ine
450,Farruko
420,El Taiger
360,Jhayco
90,Bakermat
0,Enrique Iglesias
0,David Guetta
109420,Bakermat
910,David Guetta
860,Farruko
1080,ROSALÍA
830,Danny Ocean
620,Ozuna
670,Fuego
980,DJ Fronteo
930,DJ Fronteo
37880,Fuego
980,KAROL G
490,Farruko
520,El Alfa
1030,Alex Sensation
490,Ozuna
270,James Hype
740,Farruko
610,Camila Cabello
420,KAROL G
154340,Camila Cabello
930,KAROL G
700,Quevedo
600,Rauw Alejandro
590,Farruko
490,Ozuna
630,El Alfa
370,KAROL G
480,Tiësto
260,Farruko
330,Jacob Forever
190,6ix9ine
430,Yng Lvcas
700,J Balvin
280,Quevedo
550,Farruko
220,David Guetta
0,Farruko
0,DJ Snake
0,Sofía Reyes
0,Don Omar
0,Camilo
520,Shakira
114740,Camilo
870,Farruko
990,Shakira
2120,Sebastian Yatra
520,zzoilo
220,Lucenzo
330,Prince Royce
500,Alejo
440,Arcángel
400,Farruko
540,Camila Cabello
670,Imanbek
290,Imanbek
1960,Camila Cabello
310,Daddy Yankee
360,Morad
440,Ozuna
450,Bad Bunny
550,Farruko
410,Los Legendarios
700,Myke Towers
390,TINI
330,Riton
550,Lucenzo
1430,Bad Bunny
0,Farruko
47080,Bad Bunny
600,Quevedo
330,Farruko
870,Kris Kross Amsterdam
770,Jason Derulo
390,Bad Bunny
350,La Pantera
680,Shouse
0,Shakira
390,Farruko
420,Joel Corry
560,Rvssian
370,Tokischa
550,J Balvin
1000,Anuel AA
0,Tiësto
790,Farruko
650,Myke Towers
420,Rvfv
260,Daddy Yankee
830,Marc Seguí
1100,Bad Bunny
590,Farruko
900,Sebastian Yatra
87030,Farruko
780,Myke Towers
30,KAROL G
270,Don Omar
2460,Camila Cabello
300,Rocco Hunt
500,Farruko
750,Black Eyed Peas
590,Luis Fonsi
222522,Black Eyed Peas
5237,Luis Fonsi
2810,El Alfa
1810,Cosculluela
3960,Fuego
1240,Lucenzo
980,Farruko
1140,DJ RKT
0,Mora
1140,Fly Project
200,Rvfv
1270,Blessd
290,Gabry Ponte
380,Farruko
470,Bizarrap
1580,Mozart La Para
1150,Boza
1090,Ñengo Flow
520,El Alfa
1190,HUGEL
1070,Farruko
0,King Africa
1390,Sech
1590,Sebastian Yatra
1250,El Alfa
2120,Sammy & Falsetto
450,Farruko
1670,Bizarrap
360,Onell Diaz
1290,Ryan Castro
0,Blessd
1230,Farruko
1190,El Alfa
1210,KAROL G
2260,Luis Fonsi
700,Ryan Castro
0,Farruko
350,Yandar & Yostin
1440,Myke Towers
650,Bad Bunny
1030,Wisin
1070,Chris Jedi
1980,Sech
1080,Bad Bunny
2300,Rvfv
131230,JZyNo
7700,Rema
197054,Rema
126206,Victor Thompson
169911,Davido
160407,Spyro
26350,Fireboy DML
25430,Libianca
109750,Nicki Minaj
272373,RAYE
229133,Dave
107773,Davido
1860,PinkPantheress
720,Rema
1540,Nicki Minaj
860,SZA
215910,Rema
1010,SZA
910,Ice Spice
860,Beyoncé
1120,Nicki Minaj
980,Kaliii
1480,Gunna
680,SZA
6420,Ice Spice
175836,SZA
370116,RAYE
147666,Summer Walker
36420,SZA
950,PinkPantheress
2210,FIFTY FIFTY
169013,Brent Faiyaz
58836,Justine Skye
620,SZA
980,Nicki Minaj
103160,SZA
128610,Fugees
166740,UB40
11170,SZA
2310,SZA
3230,Migos
174100,Cardi B
1000,Cardi B
910,Pop Smoke
1400,Megan Thee Stallion
109750,Nicki Minaj
39649,Offset
830,Kaliii
110660,Cardi B
2000,Lizzo
186440,Megan Thee Stallion
1140,Ice Spice
1020,Cardi B
1010,Doja Cat
740,Beyoncé
890,GloRilla
670,Megan Thee Stallion
870,Cardi B
1090,DJ Snake
630,Ice Spice
500,Beyoncé
950,Nicki Minaj
570,Cardi B
760,Megan Thee Stallion
890,Ariana Grande
660,Doja Cat
172324,Ariana Grande
6225,Doja Cat
530,Normani
216408,Jason Derulo
5480,Kay Flock
155850,Ammara Brown
19303,Ammara Brown
3600,Sauti Sol
880,Sauti Sol
5784,Sauti Sol
75,Fireboy DML
184910,Sauti Sol
1650,Fireboy DML
188300,Sauti Sol
301938,Sauti Sol
430,Sauti Sol
18510,King Saha
7050,Azawi
101402,Awilo Longomba
109139,Joeboy
61297,Joeboy
194526,Sauti Sol
236355,Winnie Nwagi
1290,Marlaw
2960,Meddy
2520,Azawi
310056,Sauti Sol
158052,Joeboy
33971,Gilad
3370,Nameless
1200,Marlaw
1350,Sauti Sol
1180,Vinka
185360,H_art the Band
151304,Fully Focus
31070,Gilad
1840,Sauti Sol
780,Naiboi
192835,Sauti Sol
8994,Sheebah
201420,Yeezir
185461,Rotimi
145000,Wendy Shay
217398,Yeezir
890,Yeezir
65390,King Monada
216730,Dj Castro
302258,Ethnix Namibia
205835,Gazza
1750,Yeezir
740,Vee Mampeezy
710,Hitbeat- SA
1840,Blaq Diamond
185730,Ethnix Namibia
211526,Yeezir
194298,Jeif Annie
196754,Gazza
47630,B Young
415714,Q-Mark
17995,Yeezir
41550,Shekhinah
232737,Blaq Diamond
19612,Shwento
23410,Onesimus
232530,Yeezir
240000,Sunny Boy
201740,DJ Vetkuk
2010,Sunny Boy
1120,Azawi
185730,Ethnix Namibia
204042,TopCheri
5446,One Blood Namibia
35910,Vee Mampeezy
14150,Sunny Boy
256731,PDK
185600,Ethnix Namibia
43638,HAN C
86250,King Elegant
261018,Sunny Boy
116611,The Dogg
1390,Thulasizwe
1470,Lindough
242000,TopCheri
11260,Sunny Boy
1330,Vee Mampeezy
880,Sdala B
182282,DJ Vuyo
17037,Soundz
1270,Sunny Boy
1100,TopCheri
276130,One Blood Namibia
1030,Ethnix Namibia
203520,Maxy KhoiSan
1680,Sunny Boy
227683,PDK
128056,The Dogg
2030,One Blood Namibia
1770,Kp Illest
1170,Dj Castro
1420,Ethnix Namibia
1300,Sunny Boy
630,PDK
610,One Blood Namibia
114560,PDK
1400,One Blood Namibia
810,Eli Njuchi
2900,Sally Boss Madam
570,Ethnix Namibia
1360,Yeezir
840,Sunny Boy
630,One Blood Namibia
224052,PDK
178834,DJ Vuyo
129413,Manxebe
260245,The Dogg
10054,Yeezir
290,Sunny Boy
830,One Blood Namibia
690,One Blood Namibia
380,Sunny Boy
580,Exit
920,PDK
970,DJ Spuzza
1500,Soweto's Finest
630,Sunny Boy
700,Ethnix Namibia
61610,PDK
960,Spice Diana
723844,One Blood Namibia
1635,Yeezir
820,The Dogg
1770,Sunny Boy
3730,Namadingo
850,Dj Kuchi
4220,DJ Vuyo
1150,MUSHE
1250,Nomonde Rodger
1540,The Dogg
790,Sunny Boy
1120,Dj Castro
730,Namadingo
880,PDK
1240,Guilhermina Guilherme
1020,MUSHE
3450,The Dogg
1200,Sunny Boy
940,Afunika
830,One Blood Namibia
1020,Felo Le Tee
800,Ethnix Namibia
630,MUSHE
830,DJ Tira
247823,MUSHE
3826,DJ Tira
720,Sunny Boy
900,Exit
580,One Blood Namibia
790,The Dogg
510,Nutty O
700,TopCheri
440,DJ Vuyo
290,Sunny Boy
540,Leather Mein
280,One Blood Namibia
580,Lioness
400,Maxy KhoiSan
710,Sunny Boy
470,Kaptein Tswazi
460,Starjon Icho
430,Big Ben
480,Exit
420,Sunny Boy
330,Skye Wanda
440,Teddyride
630,One Blood Namibia
490,Dj Ttb
390,Sunny Boy
490,Exit
540,King Monada
0,TopCheri
420,Vee Mampeezy
590,Locosounds
680,DJ Vuyo
780,Una Rine
880,DJ Tarico
550,Salma Sky
149390,Salma Sky
1810,DJ Tarico
1840,Nez Long
750,Locosounds
780,Vee Mampeezy
1140,DJ Vuyo
1980,One Blood Namibia
370,A.T.I
740,Mac J Macfam
600,Locosounds
450,King Monada
810,Kaboy Kamakili
940,Espacio Dios
940,Drimz
710,DJ Vuyo
660,Locosounds
520,King Monada
960,Dj Castro
80,TopCheri
880,Macky2
770,DJ Vuyo
910,Big Ben
870,Master KG
600,Locosounds
740,Ubuntu Band
530,Patrick Sikiliza
990,King Elegant
540,Double Trouble
1460,Sdala B
600,Damian Soul
910,Mukosi
530,Kaboy Kamakili
390,Sunny Boy
890,Blaq Diamond
510,King Monada
530,Benny Afroe
750,WATERS
540,Mr. Bow
430,DJ Vuyo
270,DJ Call Me
890,One Blood Namibia
220,DJ Spuzza
310,Sunny Boy
0,Locosounds
450,Jbsoundz
610,Mooi Ngaro
980,DJ Spuzza
550,One Blood Namibia
1180,Neo
3360,One Blood Namibia
790,Maxy KhoiSan
470,Neo
960,King Monada
730,Caltonic SA
320,TopCheri
570,DJ Tira
790,Gigi Lamayne
570,D Kandjafa
570,King Monada
610,Reekarh
1080,Hbeatz
500,Dj Obza
620,DJ JELE-G
930,Ethnix Namibia
600,MUSHE
520,King Elegant
680,A.T.I
3440,King Elegant
870,A.T.I
830,Exit
810,King Monada
630,Razie Kay
1070,Makhadzi
17020,Nyimbo Zachimalawi
1230,Maroon 5
500,thuy
1590,Aya Nakamura
222522,Black Eyed Peas
166850,Aya Nakamura
218093,Shakira
36973,Black Eyed Peas
200040,The Weeknd
205090,Bad Bunny
187541,Cardi B
199112,Maluma
33116,Black Eyed Peas
202735,Elton John
178000,Kizz Daniel
162802,Travis Scott
262736,Wizkid
171720,Aya Nakamura
130174,Black Eyed Peas
1110,Ir Sais
3510,Camilo
21350,Boza
38890,Rauw Alejandro
188368,CKay
52511,Tesher
222522,Black Eyed Peas
10147,Bad Bunny
218093,Shakira
171133,Aya Nakamura
5723,Jay Wheeler
1040,Olakira
162232,The Weeknd
147367,Black Eyed Peas
202735,Elton John
144704,Cardi B
256066,CKay
99123,Travis Scott
169530,The Weeknd
77630,Justin Bieber
204755,Rema
184791,Libianca
147580,Oxlade
183056,Omah Lay
212975,Lojay
159123,Burna Boy
46446,1da Banton
1580,Ruger
2340,Ayra Starr
1200,Fireboy DML
142120,JayO
187906,Wizkid
83253,Rema
860,Burna Boy
170097,Pheelz
185093,Ayra Starr
178000,Kizz Daniel
165448,Joeboy
153946,Omah Lay
1170,Fireboy DML
0,Victony
219500,Victony
187111,Fireboy DML
171764,Olamide
185898,Burna Boy
145412,Tayc
224223,Tayc
200086,Asake
106280,LADIPOE
3590,Omah Lay
252000,D'banj
145000,Wendy Shay
234026,JAE5
153103,Asake
153946,Omah Lay
187609,Burna Boy
170097,Pheelz
8687,Olamide
213519,Korede Bello
166153,Asake
174587,Adekunle Gold
264092,P-Square
223517,melvitto
201073,Fireboy DML
151565,Mr Eazi
165448,Joeboy
179775,Rema
221746,Burna Boy
194823,P-Square
185454,SPINALL
19740,CKay
780,Oxlade
2900,CKay
8070,SPINALL
11820,CKay
147580,Oxlade
185093,Ayra Starr
147600,Magixx
216991,Burna Boy
17254,Lojay
13090,Wizkid
43700,Highlyy
145800,CKay
166558,Ayra Starr
219668,Rema
168742,Omah Lay
100173,Asake
159123,Burna Boy
137101,1da Banton
162373,Aya Nakamura
40336,Gyakie
108930,Gyakie
225933,Korede Bello
287416,P-Square
900,Timaya
940,Burna Boy
181224,Timaya
18055,Burna Boy
1570,Fireboy DML
185461,Rotimi
185093,Ayra Starr
402890,DJ Maphorisa
153876,Tiwa Savage
223517,melvitto
194181,SPINALL
204755,Rema
186299,Adekunle Gold
4263,Oxlade
910,Fireboy DML
1430,Rotimi
247299,melvitto
166558,Ayra Starr
159123,Burna Boy
145800,CKay
174117,Adekunle Gold
169413,King Promise
68727,Wizkid
2480,Olamide
162820,Burna Boy
116330,Black Eyed Peas
3950,Josh Gomez
10640,Black Eyed Peas
9100,Black Eyed Peas
148330,Dj Habias
900,Dj Habias
760,Dj Habias
18600,Dj Habias
550,Dj Habias
410,Dj Habias
470,Dj Habias
530,Dj Habias
610,Dj Habias
1670,Dj Habias
910,Dj Habias
59050,Oskid
740,Oskid
1380,Oskid
970,Sauti Sol
2100,Sauti Sol
82990,Sauti Sol
114460,Yemi Alade
2640,Yemi Alade
7520,Yemi Alade
65100,Fully Focus
109962,Nicki Minaj
0,Nicki Minaj
175836,SZA
25623,SZA
0,Sunny Boy
1490,Sauti Sol
240000,Sunny Boy
4200,Sunny Boy
183056,Omah Lay
145495,Libianca
1460,Omah Lay
1050,Olamide
174545,Omah Lay
54244,Ninho
138652,Omah Lay
112967,Zinoleesky
135250,Marvin Gaye
190360,Black Eyed Peas
660,Black Eyed Peas
4510,Black Eyed Peas
116720,Sauti Sol
990,Sauti Sol
1080,NaiBoi
105990,Joeboy
10010,Gilad
242946,Mafikizolo
222673,Sauti Sol
3900,Naiboi
3440,Burna Boy
6590,Brymo
5820,Nameless
72370,Sauti Sol
10700,Azawi
151304,Fully Focus
36955,Bridget Blue
1860,Bridget Blue
196800,Ruger
16080,Matata
251147,Camidoh
142291,Raybekah
131271,Iyanya
5610,Bien
2530,Magixx
1850,Matata
34310,Nikita Kering'
178655,Fireboy DML
220525,Ruger
16449,Fully Focus
3170,Fave
1630,Matata
1040,Bien
2380,Matata
13590,Bien
2590,Navy Kenzo
54570,Darassa
205733,Brenda Fassie
265773,Brenda Fassie
205426,Lucky Dube
242613,Mafikizolo
224093,Magic System
172039,Simi
272213,Awilo Longomba
256253,Brenda Fassie
183103,Kizz Daniel
83471,Bongo Maffin
407323,Lucky Dube
273600,Blaq Diamond
314341,2Point1
230787,Sauti Sol
3317,Brenda Fassie
37740,Awilo Longomba
242720,Lucky Dube
280164,Dj Sunco
49525,BM
237375,DJ Zinhle
322093,Sun-El Musician
13831,Brenda Fassie
34860,Bisa Kdei
117200,Mafikizolo
236904,Sauti Sol
252500,Sdala B
282775,King Monada
289021,Kelly Khumalo
38238,Brenda Fassie
9090,Sun-El Musician
31030,Eddy Kenzo
310776,Prince Kaybee
295640,Mafikizolo
325876,Wanitwa Mos
133973,Big Nuz
132825,Big Nuz
1290,Brenda Fassie
1630,Samthing Soweto
670,Jah Prayzah & The 3rd Generation Band
910,Mafikizolo
217870,Uhuru
368953,Master KG
205236,Vee Mampeezy
3700,Brenda Fassie
1220,Amampondo
260107,P-Square
41882,Jah Prayzah & The 3rd Generation Band
255630,TNS
5486,TNS
358269,Master KG
280506,Mafikizolo
168056,Brenda Fassie
2250,DJ Zinhle
135810,Brenda Fassie
416327,Wanitwa Mos
23742,Major Lazer
4370,Mgarimbe
21060,Lowsheen
2530,Lowsheen
284930,Mapara A Jazz
1220,Brenda Fassie
272842,Q Twins
26047,DJ Ganyani
1090,DJ Ngwazi
230706,Sun-El Musician
176580,Lucky Dube
290022,Sands
220,Bongo Maffin
192440,Brenda Fassie
1220,OSKIDO
1330,Malaika
27400,Lucky Dube
1370,Mlindo The Vocalist
1310,DJ Vetkuk
134830,Mlindo The Vocalist
1450,DJ Vetkuk
2980,Brenda Fassie
420,OSKIDO
1390,Prince Kaybee
3720,Kelly Khumalo
1310,Chicco
57320,Kelly Khumalo
2420,Chicco
316029,Maxy KhoiSan
248150,Blaq Diamond
1840,Brenda Fassie
1950,Caiiro
1500,Kelly Khumalo
12700,Kanda Bongo Man
2090,Mafikizolo
272893,Mlindo The Vocalist
235981,Lucky Dube
5880,Omah Lay
121067,Omah Lay
182857,Victony
201600,Gyakie
10722,Omah Lay
168742,Omah Lay
10887,Big Boss Vette
1110,King Promise
1170,Bella Shmurda
2070,Omah Lay
820,Omah Lay
810,DJ Tunez
1050,Omah Lay
152340,Omah Lay
1420,Omah Lay
3430,Jul
184791,Libianca
195362,Jeff Akoh
204117,KiDi
15548,Chike
191245,Chike
203918,Cina Soul
169844,Fave
153469,Mya Sima
99218,Chris Brown
194543,ROSALÍA
187269,Burna Boy
58147,Bad Bunny
285240,Adele
190185,Lorde
121204,Billie Eilish
2790,KiDi
161180,Tayc
174901,Burna Boy
188368,CKay
17931,King Promise
13930,Fireboy DML
230870,Ammara Brown
422079,DJ Vetkuk
222171,Winky D
126318,Jah Prayzah & The 3rd Generation Band
124360,Sands
170600,DJ Len
120250,Mgarimbe
7620,DJ Zee
1810,2frosh
10080,Oskid
3160,Freeman
92300,Chike
5580,Libianca
179775,Rema
146399,Kizz Daniel
147580,Oxlade
134844,Burna Boy
174545,Omah Lay
130434,Ayra Starr
205480,Stormzy
159425,Bayanni
219500,Victony
19654,Burna Boy
141860,Chris Brown
67770,Gyakie
170097,Pheelz
153946,Omah Lay
126206,Victor Thompson
134810,Burna Boy
166642,CKay
7407,Fireboy DML
148672,JZyNo
930,Wizkid
107977,Tiwa Savage
880,Kizz Daniel
1660,Wizkid
124050,Kizz Daniel
840,Kizz Daniel
162373,Aya Nakamura
132912,Pheelz
164333,Fave
65813,Skiibii
37378,Olamide
1600,Fireboy DML
1600,Tems
0,Blaq Jerzee
0,Lojay
0,LADIPOE
0,Wizkid
194181,SPINALL
216000,Ruger
142571,Ayra Starr
178413,1da Banton
174587,Adekunle Gold
137142,CKay
219668,Rema
118985,melvitto
1490,Tems
110570,Zum
138670,Davido
3620,Joeboy
177332,Timaya
223517,melvitto
153103,Asake
